,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Cluster Label,Rating,Tips Count
651,Carnegie Hill,40.7826825671257,-73.95325646837112,Mughlai Indian Cuisine,40.78020580283837,-73.95008785684102,Indian Restaurant,56ed855a498ef3bb022352c3,1,8.0,10
652,Carnegie Hill,40.7826825671257,-73.95325646837112,Ashoka on 2nd Avenue,40.779918,-73.950142,Indian Restaurant,5b0c8e2d2f97ec002c67a428,1,8.2,6
653,Carnegie Hill,40.7826825671257,-73.95325646837112,Chick-Fil-A,40.77925554344363,-73.95395230307577,Fast Food Restaurant,5d30e738e43d9300080a4f85,-1,7.9,2
654,Carnegie Hill,40.7826825671257,-73.95325646837112,Russ & Daughters,40.785332112548176,-73.957480764814,Kosher Restaurant,56cc9aa6498edc84f39f1cfd,-1,8.2,29
655,Carnegie Hill,40.7826825671257,-73.95325646837112,Libertador Parrilla Argentina,40.77989853013592,-73.95037957977502,Argentinian Restaurant,49e0bd41f964a52065611fe3,1,7.7,81
656,Carnegie Hill,40.7826825671257,-73.95325646837112,Chochin,40.781843,-73.947863,Japanese Restaurant,56ec9e33498e7b9aa5bfe5df,-1,8.1,3
657,Carnegie Hill,40.7826825671257,-73.95325646837112,Pascalou,40.78504598683146,-73.95581327084325,French Restaurant,4b5a36b9f964a520b0b428e3,-1,7.5,19
658,Carnegie Hill,40.7826825671257,-73.95325646837112,THAIs New York,40.77997184937532,-73.95020059033963,Thai Restaurant,562c1e35498e1f96250b44da,1,7.6,10
659,Carnegie Hill,40.7826825671257,-73.95325646837112,Guzan Sushi & Bar,40.77906210365068,-73.95394771522447,Sushi Restaurant,4e5064f8fa7626401eb8af3c,1,7.4,29
660,Noho,40.72325901885768,-73.98843368023597,Le French Diner,40.722113618193,-73.98813029025752,French Restaurant,5303f306498ebbca8f7e1158,8,9.1,22
661,Noho,40.72325901885768,-73.98843368023597,Lil' Frankie's,40.723444771266365,-73.9883282856349,Italian Restaurant,3fd66200f964a520d0e41ee3,8,9.0,260
662,Noho,40.72325901885768,-73.98843368023597,Sweet Chick,40.72176401281848,-73.98748035440444,Southern / Soul Food Restaurant,537b5a29498ec121cf9fa1f4,8,9.0,201
663,Noho,40.72325901885768,-73.98843368023597,Lucien,40.723329,-73.988071,French Restaurant,3fd66200f964a5202de51ee3,8,8.9,75
664,Noho,40.72325901885768,-73.98843368023597,Cafe Himalaya,40.72292343716467,-73.9882931538336,Himalayan Restaurant,4a85ffcdf964a520060020e3,8,8.7,120
665,Noho,40.72325901885768,-73.98843368023597,Saigon Social,40.72148895263672,-73.98821258544922,Vietnamese Restaurant,5e61a124f3bac00008ea048e,8,8.6,4
666,Noho,40.72325901885768,-73.98843368023597,Blue Ribbon Sushi Izakaya,40.72206282156763,-73.98820453317978,Sushi Restaurant,4f7de7250cd6833371eac5c2,8,8.6,131
667,Noho,40.72325901885768,-73.98843368023597,Umi No Ie,40.724841294374464,-73.9881358914095,Japanese Restaurant,446b2f7cf964a52058331fe3,8,8.6,46
668,Noho,40.72325901885768,-73.98843368023597,Dirty French,40.72183719947398,-73.98735992866288,French Restaurant,53b8c811498ee296db5cfaed,8,8.5,140
669,Noho,40.72325901885768,-73.98843368023597,Divya's Kitchen,40.72350129817862,-73.98830432442786,Vegetarian / Vegan Restaurant,5811379c38fada0d723ca71d,8,8.5,15
670,Noho,40.72325901885768,-73.98843368023597,Uchu,40.721721506843686,-73.99015624935612,Sushi Restaurant,590ba0a69b04736a453f901a,8,8.6,5
671,Noho,40.72325901885768,-73.98843368023597,El Diablito Taqueria,40.725228897078274,-73.98904211451524,Mexican Restaurant,518ae551498e2f46f121c613,8,8.5,45
672,Noho,40.72325901885768,-73.98843368023597,Souvlaki GR,40.721114,-73.987174,Greek Restaurant,4d86c784af642c0f4f8d0fb1,8,8.7,194
673,Noho,40.72325901885768,-73.98843368023597,Supper,40.72291486887997,-73.9853185415268,Italian Restaurant,3fd66200f964a5209de41ee3,5,8.6,281
674,Noho,40.72325901885768,-73.98843368023597,Rosie's,40.72495638530936,-73.99047988598804,Mexican Restaurant,553ac3c8498e6d2422de7741,-1,8.4,127
675,Noho,40.72325901885768,-73.98843368023597,Downtown Bakery,40.725473,-73.987059,Mexican Restaurant,4bb270a8a32876b0d39900fe,5,8.5,84
676,Noho,40.72325901885768,-73.98843368023597,Momofuku Ko,40.7247271079246,-73.9915926691146,New American Restaurant,546baf30498edfac406853ee,-1,9.1,52
677,Noho,40.72325901885768,-73.98843368023597,Baar Baar,40.724533801523286,-73.99162419418478,Indian Restaurant,5a1e961c1987ec47beed877d,-1,8.8,37
678,Noho,40.72325901885768,-73.98843368023597,Duckedup,40.72043562102769,-73.98819360985014,Asian Restaurant,5744f4ad498e346b596e9fa3,8,8.9,3
679,Noho,40.72325901885768,-73.98843368023597,Sonnyboy,40.72057758609427,-73.99005876573494,Australian Restaurant,5c572f2f3fcee8002cb39ee1,-1,9.1,14
680,Noho,40.72325901885768,-73.98843368023597,Dim Sum Palace,40.72589170676761,-73.98972359614132,Dim Sum Restaurant,5c01e508dee770002c7118a1,-1,8.5,2
681,Noho,40.72325901885768,-73.98843368023597,Beauty & Essex,40.72042818804734,-73.98686057623863,Tapas Restaurant,4cc35db6d43ba14387a35ff8,8,8.8,581
682,Noho,40.72325901885768,-73.98843368023597,Patacon Pisao,40.7203616544257,-73.98747771978378,Venezuelan Restaurant,526c822011d29257d23f1f9b,8,8.5,40
683,Noho,40.72325901885768,-73.98843368023597,Upstate Craft Beer and Oyster Bar,40.726331,-73.986453,Seafood Restaurant,4e41f0822271a90466a0e967,5,9.3,229
684,Noho,40.72325901885768,-73.98843368023597,Freemans,40.72183686195003,-73.99245120080575,American Restaurant,4169cd00f964a5208c1d1fe3,0,8.9,561
685,Noho,40.72325901885768,-73.98843368023597,Wildair,40.72000061250043,-73.98923714960337,French Restaurant,556b8dc2498eb674c015c301,8,8.7,75
686,Noho,40.72325901885768,-73.98843368023597,Ramen Ishida,40.719635,-73.988366,Asian Restaurant,591b9e948496ca6e22cdd3f6,8,9.2,23
687,Noho,40.72325901885768,-73.98843368023597,Il Posto Accanto,40.72230066259489,-73.98418849489386,Italian Restaurant,42893400f964a5206c231fe3,5,8.6,52
688,Noho,40.72325901885768,-73.98843368023597,Raku,40.72659589636028,-73.98664884421136,Udon Restaurant,56184ed9498e2ebb67472504,5,9.0,114
689,Noho,40.72325901885768,-73.98843368023597,Sushi By M,40.72657976582341,-73.99038360990808,Sushi Restaurant,5c2d4603464d6500395e552d,-1,8.9,16
690,Noho,40.72325901885768,-73.98843368023597,Risotteria Melotti,40.72657224550807,-73.98849907188821,Italian Restaurant,51ae8137498ee6c4f8917163,8,8.3,40
691,Noho,40.72325901885768,-73.98843368023597,Bar Primi,40.72566109133918,-73.99176120758057,Italian Restaurant,53726183498e6a101ea7fd06,-1,8.6,201
692,Noho,40.72325901885768,-73.98843368023597,Frank Restaurant,40.7269388318875,-73.9888987815173,Italian Restaurant,3fd66200f964a5204de41ee3,-1,8.8,164
693,Civic Center,40.71522892046282,-74.00541529873355,Atera,40.71675176130724,-74.00571150855457,Molecular Gastronomy Restaurant,4f627061e4b05c1d57815977,-1,9.1,44
694,Civic Center,40.71522892046282,-74.00541529873355,Nish Nūsh,40.71553710116416,-74.00772452925565,Falafel Restaurant,50ba9119e4b071a4bae6dc10,6,8.8,120
695,Civic Center,40.71522892046282,-74.00541529873355,Racines,40.71475415146124,-74.0075806002039,French Restaurant,534c9d7b498e1bdd443a40e1,6,8.5,37
696,Civic Center,40.71522892046282,-74.00541529873355,Takahachi,40.71652647412374,-74.00810108466207,Sushi Restaurant,4a8f2f39f964a520471420e3,6,9.0,80
697,Civic Center,40.71522892046282,-74.00541529873355,The Hummus & Pita Co,40.71445303180119,-74.00685274843354,Falafel Restaurant,515c4ca3e4b00279706b095d,6,8.2,20
698,Civic Center,40.71522892046282,-74.00541529873355,Farra,40.717018127441406,-74.00563049316406,Restaurant,5e651b3a07d6d800089c9106,-1,8.2,0
699,Civic Center,40.71522892046282,-74.00541529873355,The Odeon,40.71701011409906,-74.00804244562225,French Restaurant,3fd66200f964a52083e61ee3,6,8.7,210
700,Civic Center,40.71522892046282,-74.00541529873355,Tiny's and the Bar Upstairs,40.71679304855808,-74.00821998878457,American Restaurant,4dadcb124df0522cc5622202,6,8.6,143
701,Civic Center,40.71522892046282,-74.00541529873355,Two Hands Restaurant & Bar,40.71793729407671,-74.0056947993655,Australian Restaurant,56d1c7e2cd105fe2c5c705b6,-1,8.7,115
702,Civic Center,40.71522892046282,-74.00541529873355,Khe-Yo,40.71675281687664,-74.00858376295221,Asian Restaurant,51df85c9498edb5ea3ad2e2a,6,8.7,136
703,Civic Center,40.71522892046282,-74.00541529873355,Sushi of Gari Tribeca,40.71668439227822,-74.00834342869238,Sushi Restaurant,50597c5ce4b05ea41644ac74,6,8.3,28
704,Civic Center,40.71522892046282,-74.00541529873355,Gran Morsi,40.7142461922744,-74.00792514672226,Italian Restaurant,5421eb06498e1b6b9c1bfd9c,6,7.9,23
705,Civic Center,40.71522892046282,-74.00541529873355,1803,40.71541804978279,-74.00742495064014,Cajun / Creole Restaurant,5977d66b64c8e14048a7af6d,6,7.7,17
706,Civic Center,40.71522892046282,-74.00541529873355,Aahar Indian Cuisine,40.71330656515891,-74.00799405698501,Indian Restaurant,575dea4c498e2739e43a27e2,6,8.1,20
707,Civic Center,40.71522892046282,-74.00541529873355,Max,40.716832,-74.008469,Italian Restaurant,4a31891bf964a520ed991fe3,6,8.1,92
708,Civic Center,40.71522892046282,-74.00541529873355,Restaurant Marc Forgione,40.71637984317071,-74.00962933453428,New American Restaurant,48510cf9f964a520a5501fe3,6,8.7,171
709,Civic Center,40.71522892046282,-74.00541529873355,Little Park,40.715486585249735,-74.00913313510836,American Restaurant,545c0436498e798e22ce4b2a,6,8.1,108
710,Civic Center,40.71522892046282,-74.00541529873355,Au Cheval,40.71807461768801,-74.0019744088625,American Restaurant,5c71d51689b06a002c6de87d,-1,8.5,55
711,Civic Center,40.71522892046282,-74.00541529873355,Juice Press,40.71478769908051,-74.0111317502157,Vegetarian / Vegan Restaurant,54148bc6498ea7bb8c05b70a,6,9.2,11
712,Civic Center,40.71522892046282,-74.00541529873355,Benares,40.714117,-74.009248,Indian Restaurant,50b02338e4b047828b2277c1,6,7.7,44
713,Civic Center,40.71522892046282,-74.00541529873355,Temple Court,40.7114909233789,-74.00683195829815,American Restaurant,57dc7ea2498e2a830309c81c,-1,8.0,27
714,Civic Center,40.71522892046282,-74.00541529873355,Gunbae,40.71452906164775,-74.01024165602449,Korean Restaurant,555b7016498ef57fbcc739d2,6,7.9,29
715,Midtown South,40.7485096643122,-73.98871313285247,Jongro BBQ,40.747574,-73.987043,Korean Restaurant,540f86da498e020149fa7676,9,9.3,158
716,Midtown South,40.7485096643122,-73.98871313285247,Anytime Soju Bar and Eatery,40.74780808819708,-73.98679824648289,Korean Restaurant,5c01ccc14ac28a002c3cbd8d,9,9.0,51
717,Midtown South,40.7485096643122,-73.98871313285247,L'Amico,40.74709570524947,-73.98980498026418,Italian Restaurant,55e63b89498e3ed62f75cff3,9,8.7,80
718,Midtown South,40.7485096643122,-73.98871313285247,Samwon Garden BBQ,40.74801,-73.98728,Korean Restaurant,5aab0d2ae179107b87768ff8,9,8.6,17
719,Midtown South,40.7485096643122,-73.98871313285247,Friedman's,40.74862619294944,-73.99028324745854,American Restaurant,522b5da811d2094ebf69e436,-1,8.4,231
720,Midtown South,40.7485096643122,-73.98871313285247,Pocha 32,40.74763486461647,-73.98648664038662,Korean Restaurant,49f47acdf964a5200b6b1fe3,9,8.4,167
721,Midtown South,40.7485096643122,-73.98871313285247,E-Mo Kimbap,40.747264,-73.986221,Korean Restaurant,4a9d3c1af964a520ff3720e3,9,8.9,42
722,Midtown South,40.7485096643122,-73.98871313285247,Gaonnuri,40.748089,-73.988073,Korean Restaurant,502be880e0e2eb169244b6a0,9,8.3,121
723,Midtown South,40.7485096643122,-73.98871313285247,Izakaya MEW,40.75014508369927,-73.98639033818998,Japanese Restaurant,51e8ce40498ea1fb0180efb2,9,9.0,266
724,Midtown South,40.7485096643122,-73.98871313285247,Woorijip,40.7476231963955,-73.98637205431945,Korean Restaurant,49becfd3f964a520e0541fe3,9,8.3,282
725,Midtown South,40.7485096643122,-73.98871313285247,Cho Dang Gol,40.75015847260904,-73.986438204421,Korean Restaurant,4a1dd896f964a520a27b1fe3,9,8.7,139
726,Midtown South,40.7485096643122,-73.98871313285247,BCD Tofu House,40.747362,-73.985663,Korean Restaurant,517563f9498e0a4859d08fe4,9,8.9,207
727,Midtown South,40.7485096643122,-73.98871313285247,New Wonjo,40.74779978165289,-73.98684697596717,Korean Restaurant,40bbc700f964a520a2001fe3,9,8.1,202
728,Midtown South,40.7485096643122,-73.98871313285247,Five Senses,40.74755144564904,-73.98616661514991,Korean Restaurant,5585f499498e12103dc16c21,9,8.3,63
729,Midtown South,40.7485096643122,-73.98871313285247,Market Crates,40.74848216427619,-73.9863876986924,Restaurant,5644dc0f498ea0ff843ab26a,9,8.0,16
730,Midtown South,40.7485096643122,-73.98871313285247,Stella 34 Trattoria,40.75036011,-73.98833372,Italian Restaurant,5113bdade4b02a8086623542,9,8.1,111
731,Midtown South,40.7485096643122,-73.98871313285247,Gopchang Story,40.74719625836001,-73.98566625181945,Korean Restaurant,5b1ebf8a012358002c803a76,9,8.8,0
732,Midtown South,40.7485096643122,-73.98871313285247,Abiko Curry,40.74747461672708,-73.98608184163182,Japanese Restaurant,57ab615d498eef084faa348b,9,8.2,29
733,Midtown South,40.7485096643122,-73.98871313285247,miss KOREA BBQ,40.747286,-73.98641,Korean Restaurant,4c254ba6136d20a19f63e361,9,8.2,160
734,Midtown South,40.7485096643122,-73.98871313285247,Baekjeong NYC (Kang Ho Dong Baekjeong),40.74709879834891,-73.98519423416221,Korean Restaurant,547d03e3498eb32c879589da,9,9.2,162
735,Midtown South,40.7485096643122,-73.98871313285247,Costas Arepa Bar,40.74985477485311,-73.98578047117242,South American Restaurant,55078355498e1efc0ad3186f,9,8.4,13
736,Midtown South,40.7485096643122,-73.98871313285247,Barn Joo 35,40.74986935743821,-73.98589156679648,Korean Restaurant,57180219498e1588034bf6aa,9,8.2,46
737,Midtown South,40.7485096643122,-73.98871313285247,Koku Ramen,40.747288,-73.986145,Ramen Restaurant,5abd7ea7054e2923b6e530ac,9,8.1,7
738,Midtown South,40.7485096643122,-73.98871313285247,The Ragtrader,40.750820881012615,-73.98631066629488,American Restaurant,5a275027cad1b62c24d88e9b,9,8.6,20
739,Midtown South,40.7485096643122,-73.98871313285247,KazuNori: The Original Hand Roll Bar,40.745156795853866,-73.98821168140111,Japanese Restaurant,58b8ed467220e661ddf34104,9,9.2,127
740,Midtown South,40.7485096643122,-73.98871313285247,Soju Haus,40.746964,-73.985407,Korean Restaurant,5216c31b11d29f200adb7faa,9,8.5,59
741,Midtown South,40.7485096643122,-73.98871313285247,Dig Inn,40.7452688,-73.9883569,New American Restaurant,546010dd498eb987b7267620,9,8.8,68
742,Midtown South,40.7485096643122,-73.98871313285247,Hangawi,40.746927213028606,-73.98477880483397,Vegetarian / Vegan Restaurant,3fd66200f964a520b1e91ee3,9,8.8,156
743,Midtown South,40.7485096643122,-73.98871313285247,The NoMad Restaurant,40.744964,-73.988526,American Restaurant,4f6e6af3e4b0463c94b07375,9,8.9,393
744,Midtown South,40.7485096643122,-73.98871313285247,Tonchin,40.7501181574078,-73.98465198548409,Ramen Restaurant,59fa325bda5e5619e5c39ded,9,8.7,38
745,Sutton Place,40.76028033131374,-73.96355614094303,Chola Eclectic Indian Cuisine,40.76033870460851,-73.96578518975763,Indian Restaurant,4a63bfb4f964a520b3c51fe3,-1,8.3,58
746,Sutton Place,40.76028033131374,-73.96355614094303,Neary's,40.75846101903895,-73.96340048686271,Restaurant,4b7f2cd9f964a520a81c30e3,-1,8.2,16
747,Sutton Place,40.76028033131374,-73.96355614094303,Adyar Anand Bhavans Pvt ltd,40.75934645081527,-73.96243393421173,Indian Restaurant,52645b7511d282d559770c2d,-1,8.1,32
748,Sutton Place,40.76028033131374,-73.96355614094303,Bistro Vendome,40.75911454459662,-73.96169818030543,French Restaurant,4b70825df964a520e01e2de3,-1,8.1,11
749,Sutton Place,40.76028033131374,-73.96355614094303,Under The Bridge,40.75957722003936,-73.96196937626222,Greek Restaurant,56d79550498e58884adc33f5,-1,8.0,19
750,Sutton Place,40.76028033131374,-73.96355614094303,Luscious Thai,40.760480196767055,-73.96162673932669,Thai Restaurant,4b19ae35f964a520d9e123e3,-1,7.9,20
751,Sutton Place,40.76028033131374,-73.96355614094303,Mr. Chow,40.758702868596544,-73.96455191801327,Chinese Restaurant,3fd66200f964a520adea1ee3,-1,7.8,61
752,Sutton Place,40.76028033131374,-73.96355614094303,Anassa Taverna,40.76209940292696,-73.96596404830187,Mediterranean Restaurant,51a6a22b498e78106663d5ff,-1,8.2,56
753,Sutton Place,40.76028033131374,-73.96355614094303,Scalinatella,40.762761445552506,-73.96556629404492,Italian Restaurant,4af610e2f964a520bf0022e3,-1,8.5,32
754,Sutton Place,40.76028033131374,-73.96355614094303,amata,40.75923625291223,-73.96751482131353,Italian Restaurant,54b1c94a498e09d5326f68fe,10,8.8,9
755,Sutton Place,40.76028033131374,-73.96355614094303,Roy's Fish and Sushi Market,40.76177757301895,-73.96038722165208,Seafood Restaurant,4dc5d444fa76d685cdebe3f4,-1,8.4,6
756,Sutton Place,40.76028033131374,-73.96355614094303,Land Of Plenty,40.76069209825678,-73.9666620391526,Szechuan Restaurant,4f208436e4b0e2de56db2754,-1,8.0,67
757,Sutton Place,40.76028033131374,-73.96355614094303,Areppas Midtown East,40.76033373504638,-73.96743432455165,Latin American Restaurant,59b2d59349281437e3ecf4e6,-1,8.3,67
758,Sutton Place,40.76028033131374,-73.96355614094303,Moti Mahal Delux,40.76209761945207,-73.96028513480461,Indian Restaurant,4fe4fb50c2eee335e4fea69d,-1,8.3,82
759,Sutton Place,40.76028033131374,-73.96355614094303,Ravagh Persian Grill,40.76178422133652,-73.96044293856625,Persian Restaurant,4a980ff8f964a520552a20e3,-1,8.0,26
760,Sutton Place,40.76028033131374,-73.96355614094303,"Lips Drag Queen Show Palace, Restaurant & Bar",40.7592264,-73.9669343,American Restaurant,4c056685d3842d7fea21be41,10,8.0,50
761,Sutton Place,40.76028033131374,-73.96355614094303,Isle of Capri,40.76280660337758,-73.9657941312708,Italian Restaurant,4a8f1d7ef964a520041420e3,-1,8.1,30
762,Sutton Place,40.76028033131374,-73.96355614094303,Fusha Asian Cuisine,40.75908638289197,-73.96262049718707,Asian Restaurant,4b0b4b45f964a520063023e3,-1,7.4,15
763,Sutton Place,40.76028033131374,-73.96355614094303,Sutton Inn,40.75665315495737,-73.96484669560901,American Restaurant,5483a68f498e11594c8f9d5a,-1,8.6,13
764,Sutton Place,40.76028033131374,-73.96355614094303,Sushi Seki UES,40.761844267988,-73.96041193924857,Sushi Restaurant,4ac28e92f964a520b79920e3,-1,7.9,78
765,Sutton Place,40.76028033131374,-73.96355614094303,juice press,40.7634671312426,-73.96512169599512,Vegetarian / Vegan Restaurant,4e6248d7b993678bb6576508,-1,8.1,39
766,Sutton Place,40.76028033131374,-73.96355614094303,Morso NYC,40.75928524878532,-73.96049237372317,Italian Restaurant,4e83babe9a52bd4693c4c46f,-1,7.7,15
767,Sutton Place,40.76028033131374,-73.96355614094303,Hutong,40.76136528270748,-73.96759214399935,Chinese Restaurant,5cfab769b399f7002c7ef4f6,-1,7.9,9
768,Sutton Place,40.76028033131374,-73.96355614094303,Omar's Mediterranean Cuisine & Bakery,40.75913329152429,-73.96906700052052,Mediterranean Restaurant,4dbf42196e8124d25db2ab1d,-1,9.0,87
769,Sutton Place,40.76028033131374,-73.96355614094303,Naya Mezze & Grill,40.7584246344642,-73.96599881512284,Lebanese Restaurant,4b3f9936f964a52000aa25e3,10,7.5,57
770,Sutton Place,40.76028033131374,-73.96355614094303,Maya,40.76303990970677,-73.95967125892639,Mexican Restaurant,4a3ee14ef964a52085a31fe3,-1,8.2,145
771,Sutton Place,40.76028033131374,-73.96355614094303,Tony's Di Napoli,40.7645025568652,-73.96446577341291,Italian Restaurant,4f90a618e4b0ead1972c3da6,-1,8.3,63
772,Sutton Place,40.76028033131374,-73.96355614094303,Ginger Root Vegan Restaurant,40.76247513665584,-73.9595827460289,Vegetarian / Vegan Restaurant,586779ec07ac0762ed926424,-1,7.8,3
773,Sutton Place,40.76028033131374,-73.96355614094303,Kati Shop,40.75904749696415,-73.96874680628116,Thai Restaurant,5b7d89f089b06a002c0f456f,10,8.0,9
774,Sutton Place,40.76028033131374,-73.96355614094303,Pho Saigon,40.75649828963948,-73.96431836502937,Vietnamese Restaurant,548bae16498e9419b900d5b4,-1,7.7,9
775,Turtle Bay,40.75204236950722,-73.96770824581834,Sip Sak,40.75451677439056,-73.96884163151609,Turkish Restaurant,50fc9a88e4b04cfffaebe2cf,10,8.7,99
776,Turtle Bay,40.75204236950722,-73.96770824581834,KaoruMC,40.752109,-73.969877,Sushi Restaurant,577445a4cd100bd4db96ed96,-1,7.9,1
777,Turtle Bay,40.75204236950722,-73.96770824581834,Angeletto,40.753371,-73.969718,Italian Restaurant,5b1db44d0d8a0f002c17fd87,-1,7.9,1
778,Turtle Bay,40.75204236950722,-73.96770824581834,Da Raffaele,40.753636,-73.966984,Italian Restaurant,567f3485498e0948d80ffcfd,10,7.8,6
779,Turtle Bay,40.75204236950722,-73.96770824581834,Deux Amis,40.754647825394265,-73.96604396705546,French Restaurant,4a64fda8f964a52023c71fe3,10,8.4,23
780,Turtle Bay,40.75204236950722,-73.96770824581834,Crave Fishbar,40.75502559227126,-73.96857583512869,Seafood Restaurant,4fd2e2a8e4b0f961a7719aa4,10,8.5,105
781,Turtle Bay,40.75204236950722,-73.96770824581834,The Smith,40.75537617759881,-73.9682432636581,American Restaurant,4e73cf3a2271ffa4e63183bd,10,8.8,355
782,Turtle Bay,40.75204236950722,-73.96770824581834,La Pecora Bianca,40.75511556709216,-73.96850858256543,Italian Restaurant,59dfff99419a9e7fcc5b5fa2,10,8.4,18
783,Turtle Bay,40.75204236950722,-73.96770824581834,Herbs Thai Bistro,40.75181183490478,-73.97093849292712,Thai Restaurant,548cb1a2498e7cd8fd9f98ce,-1,7.9,14
784,Turtle Bay,40.75204236950722,-73.96770824581834,Pescatore Seafood,40.749559,-73.970781,Seafood Restaurant,4b60cde0f964a52092fa29e3,-1,8.5,9
785,Turtle Bay,40.75204236950722,-73.96770824581834,Aburiya Kinnosuke,40.75254961876706,-73.97255113821991,Japanese Restaurant,49db8b67f964a520d85e1fe3,-1,8.9,92
786,Turtle Bay,40.75204236950722,-73.96770824581834,Ethos,40.7545262,-73.96604839999999,Greek Restaurant,4b5ae93df964a520e9d928e3,10,8.0,79
787,Turtle Bay,40.75204236950722,-73.96770824581834,Alcala,40.7512166494833,-73.97159624144656,Spanish Restaurant,4a8489f0f964a520eafc1fe3,-1,8.1,11
788,Turtle Bay,40.75204236950722,-73.96770824581834,Nishida Shoten Ramen,40.75412273361247,-73.9686980555021,Ramen Restaurant,537fd063498e77bc15eb27d9,10,7.5,39
789,Turtle Bay,40.75204236950722,-73.96770824581834,Pathos Cafe,40.7545897,-73.9653548,Greek Restaurant,558e0da4498ee9c7ccf46a5c,-1,8.0,5
790,Turtle Bay,40.75204236950722,-73.96770824581834,Amma,40.75562,-73.968666,Indian Restaurant,4a5b660df964a52015bb1fe3,10,8.2,67
791,Turtle Bay,40.75204236950722,-73.96770824581834,Sushi Yasuda,40.75109739134529,-73.97349536418915,Sushi Restaurant,450972f5f964a5203d391fe3,3,8.9,258
792,Turtle Bay,40.75204236950722,-73.96770824581834,Luke's Lobster,40.75166608242673,-73.97329713341688,Seafood Restaurant,53c5b7ad498e0b3a75ca97d0,3,8.5,47
793,Turtle Bay,40.75204236950722,-73.96770824581834,Sushi You,40.75575198016407,-73.96868084805658,Sushi Restaurant,4b3c0f0af964a5201d8125e3,10,8.1,27
794,Turtle Bay,40.75204236950722,-73.96770824581834,Gyu-Kaku Japanese BBQ,40.755730504250046,-73.9708969487331,Japanese Restaurant,48208c8cf964a520894f1fe3,-1,8.6,161
795,Turtle Bay,40.75204236950722,-73.96770824581834,SOCARRAT Paella Bar - Midtown East,40.75529,-73.96846,Paella Restaurant,4ffd9a49e4b03bbc7f8b9202,10,7.8,59
796,Turtle Bay,40.75204236950722,-73.96770824581834,Hide-Chan Ramen,40.75629444586041,-73.96802440790519,Ramen Restaurant,4c2d2315e116e21e1b1a8e60,10,8.3,317
797,Turtle Bay,40.75204236950722,-73.96770824581834,Pietro's,40.75083829259142,-73.97254320978729,Italian Restaurant,4b2042fff964a5208f2f24e3,-1,8.0,19
798,Turtle Bay,40.75204236950722,-73.96770824581834,Totto Ramen,40.75631340733998,-73.96804407135393,Ramen Restaurant,540f96aa498e036fc47f3f0d,10,8.2,122
799,Turtle Bay,40.75204236950722,-73.96770824581834,Curry-Ya,40.75171805382048,-73.97068080392985,Japanese Curry Restaurant,59a0500ae679bc4d9c6a0de1,-1,7.3,1
800,Turtle Bay,40.75204236950722,-73.96770824581834,Jubilee,40.755194,-73.9648174,French Restaurant,5143a58229a6639d6cfd525c,-1,7.9,19
801,Turtle Bay,40.75204236950722,-73.96770824581834,Tsushima,40.75173070365195,-73.97282992895408,Japanese Restaurant,536ee0fb498e265dd8cb4a93,-1,7.9,16
802,Turtle Bay,40.75204236950722,-73.96770824581834,Gai Chicken & Rice,40.752716,-73.97334,Asian Restaurant,5ceea403270ee7002ce9199a,-1,8.2,4
803,Turtle Bay,40.75204236950722,-73.96770824581834,Tenzan,40.75630998544207,-73.96754859050877,Sushi Restaurant,4a9317e3f964a520c71e20e3,10,8.1,65
804,Turtle Bay,40.75204236950722,-73.96770824581834,Ali Baba Turkish Cuisine,40.75229825162573,-73.97028267882877,Turkish Restaurant,4a4c0f4ef964a52004ad1fe3,-1,7.1,39
805,Turtle Bay,40.75204236950722,-73.96770824581834,INDAY,40.75235962104838,-73.97337496216235,Indian Restaurant,5ac3984ae57ca64be4dc6168,3,7.8,10
806,Turtle Bay,40.75204236950722,-73.96770824581834,Hofbräu Bierhaus NYC,40.752631317207126,-73.9733044859671,German Restaurant,4d5b3dd522ad2d430a63e695,-1,7.9,153
807,Turtle Bay,40.75204236950722,-73.96770824581834,Delegates Dining Room,40.74954991847917,-73.96733738586897,Restaurant,4c8a61d052a98cfa12082ce9,-1,7.1,1
808,Turtle Bay,40.75204236950722,-73.96770824581834,La Villetta,40.75505325013409,-73.96498007867396,Italian Restaurant,54ff9b3d498e33f73db2d638,-1,7.5,5
809,Turtle Bay,40.75204236950722,-73.96770824581834,Mimi's Italian Restaurant & Piano Bar,40.756187069197104,-73.96760232287781,Italian Restaurant,4a84b810f964a5206efd1fe3,10,7.5,39
810,Turtle Bay,40.75204236950722,-73.96770824581834,Yakiniku Gen,40.75626398783098,-73.96804940167492,Japanese Restaurant,4b03824af964a520a64f22e3,10,7.5,17
811,Tudor City,40.7469174107402,-73.97121928722265,Sachi Asian Bistro,40.74758733811173,-73.9738713063176,Asian Restaurant,540b8829498ef527c96a6973,3,7.7,14
812,Tudor City,40.7469174107402,-73.97121928722265,El Parador,40.74443861282,-73.97477971208335,Mexican Restaurant,3fd66200f964a5205ee31ee3,3,8.1,95
813,Tudor City,40.7469174107402,-73.97121928722265,EONS Greek Food for Life,40.74520806908018,-73.97565060176736,Greek Restaurant,54b6a080498eb25858020b88,3,7.6,11
